facility_id,facility_name,lga_name,suburb,postcode,full_address,latitude,longitude,sport,court_count,surface_type,indoor_outdoor,age_of_facility,condition_of_facility,condition_score,source_file,source_sheet,source_notes
WELLIN10999,Gordon Street Recreation Reserve,Wellington Shire Council,Heyfield,3858,"Gordon Street, HEYFIELD 3858",-37.981175,146.792318,Basketball,1,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WESTWI9495,Edenhope Kowree Sport Complex,West Wimmera Shire Council,Edenhope,3318,"Lake Street, EDENHOPE 3318",-37.03346,141.298107,Basketball,,,Unknown,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WESTWI9510,Kaniva Sport Complex,West Wimmera Shire Council,Kaniva,3419,"Farmer Street, KANIVA 3419",-36.383359,141.245901,Basketball,1,,Unknown,26 - 50 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITEH10987,Aqualink Box Hill,Whitehorse City Council,Box Hill,3128,"Surry Drive, BOX HILL 3128",-37.826162,145.117616,Basketball,3,Wooden Gymnasium,Indoor,26 - 50 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITEH11007,Deakin YMCA,Whitehorse City Council,Burwood,3125,"221 Burwood Hwy, BURWOOD 3125",-37.84695,145.116446,Basketball,2,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITEH11029,Mont Albert Reserve,Whitehorse City Council,Mont Albert,3127,"Dunloe Avenue, MONT ALBERT 3127",-37.809366,145.11032,Basketball,2,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITEH11033,Nunawading Basketball Centre,Whitehorse City Council,Burwood East,3151,"Burwood Hwy, BURWOOD EAST 3151",-37.854187,145.161755,Basketball,5,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITEH11034,Nunawading Community Centre,Whitehorse City Council,Nunawading,3131,"Oval Way, NUNAWADING 3131",-37.819679,145.172854,Basketball,1,Wooden Gymnasium,Indoor,51 Years +,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITEH11040,Sportlink,Whitehorse City Council,Vermont South,3133,"2 Hanover Road, VERMONT SOUTH 3133",-37.853585,145.183854,Basketball,4,Wooden Gymnasium,Indoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITEH11042,Surrey Park,Whitehorse City Council,Box Hill South,3128,"Surrey Drive, BOX HILL SOUTH 3128",-37.825769,145.117722,Basketball,2,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITTL9519,Bundoora Netball and Sports Centre,Whittlesea City Council,Bundoora,3083,"Mckimmies Road, BUNDOORA 3083",-37.68007,145.061886,Basketball,4,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITTL9530,Leisure City Epping,Whittlesea City Council,Epping,3076,"41 - 53 Miller Street, EPPING 3076",-37.647829,145.018148,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITTL9515,Norris Bank Reserve,Whittlesea City Council,Bundoora,3083,"Mcleans Road, BUNDOORA 3083",-37.694904,145.048996,Basketball,1,Asphalt,Outdoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITTL9545,Redleap Reserve & Mill Park Basketball Stadium,Whittlesea City Council,Mill Park,3082,"Redleap Avenue, MILL PARK 3082",-37.666566,145.062758,Basketball,4,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITTL9548,Riverside reserve,Whittlesea City Council,South Morang,3752,"Doreen rogan way, SOUTH MORANG 3752",-37.654147,145.092989,Basketball,1,Asphalt,Outdoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITTL9547,Telopea Reserve,Whittlesea City Council,Mill Park,3082,"16-18 Telopea Cresent, MILL PARK 3082",-37.668174,145.074531,Basketball,1,Asphalt,Outdoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WHITTL9534,Whittlesea Public Gardens,Whittlesea City Council,Lalor,3075,"Barry Road, LALOR 3075",-37.6688,144.984175,Basketball,1,Asphalt,Outdoor,6 - 10 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WODONG11109,Wodonga Sports & Leisure Centre (YMCA),Wodonga City Council,Wondonga,3690,"Hedgerow Court, WONDONGA 3690",-36.127759,146.861798,Basketball,5,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
WYNDHA8530,Werribee Sports & Fitness Centre,Wyndham City Council,Werribee,3030,"Ballan Road, WERRIBEE 3030",-37.898601,144.640316,Basketball,6,Wooden Gymnasium,Indoor,,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
YARRAC11029,Collingwood Secondary College,Yarra City Council,Collingwood,,"Mc Cutcheon Way, COLLINGWOOD",,,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
YARRAC11032,Fitzroy Secondary School,Yarra City Council,Fitzroy,,"Falconer Street, FITZROY",,,Basketball,1,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
YARRAC11028,Melbourne Girls College,Yarra City Council,Burnley,,"Yarra Boulevard, BURNLEY",,,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
YARRAC11030,Princes Hill Seconary College,Yarra City Council,Princes Hill,,"Arnold Strret, PRINCES HILL",,,Basketball,1,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
YARRAR11450,Kilsyth Sports Centre,Yarra Ranges Shire Council,Kilsyth,3137,"95 Liverpool Road, KILSYTH 3137",-37.813485,145.319259,Basketball,6,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
YARRIA12713,Hopetoun Tennis Club,Yarriambiack Shire Council,Hopetoun,3396,"Austin Street, HOPETOUN 3396",-35.725862,142.366786,Basketball,2,Synthetic,Outdoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
YARRIA12733,Warracknabeal Leisure Complex,Yarriambiack Shire Council,Warracknabeal,3393,"Anderson Street, WARRACKNABEAL 3393",-36.252513,142.392379,Basketball,2,,Unknown,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
